台1,#genre#
TVBS新聞,http://198.16.64.10:8278/tvbs_n/playlist.m3u8?tid=m4a218f9aa395&ct=18335&tsum=363605ee081cb965cc0385c3f855a7e3
TVBS新聞,http://198.16.64.10:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0
TVBS新聞,http://198.16.64.10:8278/tvbs_n/playlist.m3u8?tid=MEFE5283322452833224&ct=19226&tsum=5f4e9bb0782ab3aae36328763cba2ffd
TVBS新聞,http://50.7.220.74:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS新聞,http://pull-l3-cny.douyincdn.com/live/e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
TVBS新聞,https://pull-l3-cny.douyincdn.com/live/e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
TVBS HD,http://www.336699.live:1935/blockfour/4gtv-4gtv073.stream/playlist.m3u8
TVBS HD,http://198.16.64.10:8278/tvbs/playlist.m3u8?tid=MEFE3093330530933305&ct=19249&tsum=ce6b5e9293b3618104ad53084745a223
TVBS HD,http://198.16.64.10:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
年代新聞,http://198.16.64.10:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
東森LIVE,http://198.16.64.10:8278/ettvnews/playlist.m3u8?tid=MC4C3328955833289558&ct=19249&tsum=d68431432600bbf503d95f629f3acc11
東森LIVE,http://50.7.220.74:8278/ettvnews/playlist.m3u8?ct=19225&tid=MAEA2793211727932117&tsum=151345e2ab6bc0c89ac85598f1988cd3
東森LIVE,http://50.7.220.74:8278/ettvnews/playlist.m3u8?tid=MD1D1428989414289894&ct=19346&tsum=d8fc0ab62e1d97aaca4279883cb1101c
東森LIVE,http://50.7.220.74:8278/ettvnews/playlist.m3u8?tid=ME5E8863997888639978&ct=19193&tsum=6b0236441f10a7195fb35fe7997db68c
東森LIVE,http://50.7.168.234:8278/ettvnews/playlist.m3u8?tid=MD8D4407126144071261&ct=19344&tsum=c7212737de5e023823ea68610d709c14
東森LIVE,http://50.7.220.74:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
東森LIVE,http://50.7.220.74:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
東森新聞,http://www.336699.live:1935/blocksix/4gtv-live114.stream/chunklist.m3u8
東森新聞 HD,http://60.251.59.180:8503/http/60.251.39.91:8081/hls/63/805/4_2213132.m3u8
東森新聞 HD,http://60.251.59.180:8503/http/60.251.39.91:8081/hls/63/805/ch10.m3u8 
東森新聞 HD,http://220.134.196.147:9514/index.m3u8
壹新聞 HD,http://220.134.196.147:9570/http/116.50.42.18:8081/hls/66/808/ch24.m3u8
壹新聞 HD,http://220.134.196.147:9510/index.m3u8
壹新聞 HD,http://60.251.59.180:8501/.m3u8
壹新聞 HD,http://60.251.59.180:8501/http/60.251.39.91:8081/hls/66/808/ch24.m3u8
民視新聞 HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
民視新聞 HD,http://220.134.196.147:9504/index.m3u8
民視新聞 HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞 HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞 HD,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞 HD,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞 HD,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民視新聞 HD,http://198.16.64.10:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
民視新聞 HD,http://198.16.64.10:8278/ftvnew_taiwan/playlist.m3u8?tid=ME4E4172771041727710&ct=19226&tsum=7b91c7af6212419479b392ff575e0689
民視新聞 HD,http://50.7.220.74:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
民視新聞 HD,http://tv.redrainl.site:9500/live.m3u8?c=01
民視新聞 HD,http://tv.redrainl.site:9500/live.m3u8?c=1
民視新聞 HD,http://198.16.64.10:8278/ftvnew_taiwan/playlist.m3u8?tid=MA7A6968320369683203&ct=19249&tsum=e3b040434ed43f12a738964a100a0e59
民視新聞 HD,https://epg.pm/stream/c4e4884645d94d0d2e76e47c691546493b7031348b663eb9a67769b0096f8b7e.m3u8
台視新聞 HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
台視新聞 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞 HD,http://tv.redrainl.site:9500/live.m3u8?c=11
台視新聞 HD,https://git.io/JgkxY
台視新聞 HD,https://ytm2.yuanhsing.cf/ttvnewsview.m3u8
台視新聞 HD,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ttvnews.m3u8
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞 HD,http://50.7.220.74:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c
台視新聞 HD(油管),https://www.youtube.com/watch?v=xL0ch83RAK8
中視新聞 HD,http://www.336699.live:1935/blockfour/4gtv-4gtv074.stream/playlist.m3u8
中視新聞 HD,http://198.16.64.10:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中視新聞 HD,http://198.16.64.10:8278/zhongshinews_twn/playlist.m3u8?tid=MD0D3377711133777111&ct=19249&tsum=ffaee3fe7040c96643b3c7f12bf2de8d
中視新聞 HD,http://tv.redrainl.site:9500/live.m3u8?c=02
中視新聞 HD,http://tv.redrainl.site:9500/live.m3u8?c=2
中視新聞 HD,https://git.io/Jgkxz
中視新聞 HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中視新聞 HD,https://ytm2.yuanhsing.cf/twctvnews.m3u8
中視新聞 HD,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctvnews.m3u8
華視新聞資訊 HD,http://www.336699.live:1935/blockfour/4gtv-4gtv052.stream/playlist.m3u8
華視新聞資訊 HD,http://stream.dsichannel.com:80/hls/cts-news.m3u8
華視新聞資訊 HD,http://stream.dsichannel.com/hls/cts-news.m3u8
三立iNEWS(油管),https://www.youtube.com/watch?v=EB4g7wecgTI
三立iNEWS,http://tv.redrainl.site:9500/live.m3u8?c=51
三立iNEWS,https://git.io/Jgkxj
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
三立iNEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setlive.m3u8
三立iNEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setinews.m3u8
三立iNEWS,https://ytm2.yuanhsing.cf/setmoney159.m3u8
三立NEWS+,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
三立NEWS+,https://ytm2.yuanhsing.cf/SETLIVE.m3u8
三立新聞 LIVE,http://60.251.59.180:8506/ch18.m3u8
三立新聞,http://60.251.59.180:8506/http/60.251.39.91:8081/hls/65/807/ch18.m3u8
三立財經,http://www.336699.live:1935/blocksix/4gtv-live089.stream/chunklist.m3u8
寰宇新聞,http://tv.redrainl.site:9500/live.m3u8?c=22
寰宇新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
寰宇新聞,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
寰宇新聞,http://pull-l3-cny.douyincdn.com/live/a9e3982a798d13ba350075af6cff4119.m3u8
寰宇新聞,https://pull-l3-cny.douyincdn.com/live/a9e3982a798d13ba350075af6cff4119.m3u8
寰宇新聞台灣台,https://git.io/JgkpO
寰宇新聞台灣台,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hyxw.m3u8
鏡新聞Mnews,http://tv.redrainl.site:9500/live.m3u8?c=28
鏡新聞Mnews,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
鏡新聞Mnews,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/daai2.m3u8
鏡新聞Mnews,https://ytm2.yuanhsing.cf/mnews.m3u8
中天新聞 2(循環直播),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
中天新聞 HD(油管),https://www.youtube.com/watch?v=_QbRXRnHMVY
中天新聞,http://www.336699.live:1935/blockfour/4gtv-4gtv009.stream/playlist.m3u8
中天新聞,http://tv.redrainl.site:9500/live.m3u8?c=03
中天新聞,http://tv.redrainl.site:9500/live.m3u8?c=3
中天新聞,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctitv.m3u8
中天新聞,https://git.io/Jgkpy
中天新聞,http://198.16.64.10:8278/ctinews/playlist.m3u8?tid=MA4A6611409066114090&ct=19226&tsum=f0333c4e69a7c5880f766ec9f29ca203
東森財經 HD,http://www.336699.live:1935/blocksix/4gtv-live019.stream/chunklist.m3u8
東森財經 HD,http://123.51.230.108:18515/.m3u8
東森財經 HD,http://123.51.229.65:18515/.m3u8
東森財經 HD,http://198.16.64.10:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
東森財經 HD,http://198.16.64.10:8278/ettvcaijing_twn/playlist.m3u8?tid=MB8B2069463920694639&ct=19249&tsum=05ff51a1b274ce7d31d05bbf11df18ad
東森財經 HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
東森財經 HD,https://ytm2.yuanhsing.cf/EBCFinancial.m3u8
東森財經 HD,http://60.251.33.252:18515/.m3u8
非凡新聞,http://198.16.64.10:8278/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
非凡新聞,http://50.7.220.74:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡商業,http://59.125.101.187:8535/http/192.168.77.24:8081/hls/74/816/ch56.m3u8
SBN全球財經,http://www.336699.live:1935/blocksix/4gtv-live060.stream/chunklist.m3u8
SBN全球財經,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/sbn.m3u8
##

海外衛視,#genre#
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲,http://38.64.72.148/hls/modn/list/2015/chunklist0.m3u8
東風衛視,http://60.251.33.252:18560/.m3u8
星空衛視,http://27.47.71.226:8088/hls/79/index.m3u8
星空衛視,http://27.47.71.228:8088/hls/79/index.m3u8
星空衛視,http://27.47.71.9:8088/hls/79/index.m3u8
星空衛視,http://120.84.96.28:808/hls/79/index.m3u8
星空衛視,http://120.84.96.44:808/hls/79/index.m3u8
星空衛視,http://120.84.96.73:808/hls/79/index.m3u8
星空衛視,http://120.84.96.89:808/hls/79/index.m3u8
星空衛視,http://120.84.96.96:808/hls/79/index.m3u8
星空衛視,http://120.84.96.108:808/hls/79/index.m3u8
星空衛視,http://120.84.96.110:808/hls/79/index.m3u8
星空衛視,http://120.84.96.113:808/hls/79/index.m3u8
星空衛視,http://120.84.96.120:808/hls/79/index.m3u8
星空衛視,http://120.84.96.122:808/hls/79/index.m3u8
星空衛視,http://120.84.96.126:808/hls/79/index.m3u8
星空衛視,http://120.84.96.133:808/hls/79/index.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://pull-l3-cny.douyincdn.com/live/9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8
TVBS亞洲,https://pull-l3-cny.douyincdn.com/live/9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8
美國中文電視,https://jpts.sinovision.net/livestream.m3u8
美國中文電視,https://cdnts.sinovision.net/livestream.m3u8
華語電視1,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
華語電視1,http://38.64.72.148:80/hls/modn/list/4001/chunklist1.m3u8
華語電視2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
華語電視2,http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8
華語電視3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
華語電視3,http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8
##


電影輪播,#genre#
鬥魚電影03,http://epg.112114.xyz/douyu/3870925
鬥魚電影04,http://diyp.112114.xyz/douyu/36337
鬥魚電影05,http://diyp.112114.xyz/douyu/747764
鬥魚電影06,http://epg.112114.xyz/douyu/2935323?$1536x864
鬥魚電影07,http://epg.112114.xyz/douyu/4290711
鬥魚電影08,http://epg.112114.xyz/douyu/8475821
鬥魚電影09,http://epg.112114.xyz/douyu/5033502
鬥魚電影10,http://epg.112114.xyz/douyu/8799435
鬥魚電影11,http://epg.112114.xyz/douyu/7655471
鬥魚電影12,http://epg.112114.xyz/douyu/1735337
鬥魚電影13,http://epg.112114.xyz/douyu/5067952
鬥魚電影14,http://epg.112114.xyz/douyu/7476264
鬥魚電影15,http://epg.112114.xyz/douyu/8945323
鬥魚電影16,http://diyp.112114.xyz/douyu/2436390
鬥魚電影17,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=2c62d811e93588aa66814782abe3b461&token=cpn-androidmpro-0-3637778-8c089871434b93447a78d2f674fb31d653131d81233ba6c5&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
鬥魚電影18,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=87594bf7f0bf3d140de4168e744691f4&token=cpn-androidmpro-0-3637778-8c089871434b9344984c03f4c7655cdf172a1b1a18c4438c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
鬥魚電影18,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=bb69457a7e21f0bc7ac31ba1b8516cbb&token=cpn-androidmpro-0-3637778-8c089871434b934424906740832d3d38bf7de310aaba4be9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
鬥魚電影18,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu_2000.flv?wsAuth=2413f01fb8568523b11a1fd79a98f906&token=cpn-androidmpro-0-3637778-8c089871434b93440d1eca0ac992619a50d6485ebb31150f&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
鬥魚電影19,http://tc-tct.douyucdn2.cn/dyliveflv1/20415rnWbjg6Ex1K_2000.flv?wsAuth=21eac7e8c6f60737a5777695d7e78b65&token=cpn-androidmpro-0-20415-b6774b3b3249db1714f6a26ef1f3033367889a4abcf8fd1f&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
鬥魚電影19,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=c357f68d7199827c89663777da40c4ee&token=cpn-androidmpro-0-20415-b6774b3b3249db1798811cfe5c393414bcc73f076e3a65fa&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
##

連續劇輪播,#genre#
鬥魚連續劇01,http://epg.112114.xyz/douyu/4396972
鬥魚連續劇02,http://epg.112114.xyz/douyu/338759
鬥魚連續劇03,http://epg.112114.xyz/douyu/6582435
鬥魚連續劇04,http://epg.112114.xyz/douyu/7623292
鬥魚連續劇05,http://epg.112114.xyz/douyu/5522351
鬥魚連續劇06,http://epg.112114.xyz/douyu/3980787
鬥魚連續劇07,http://epg.112114.xyz/douyu/6861249
鬥魚連續劇08,http://diyp.112114.xyz/douyu/5261342
鬥魚連續劇09,http://epg.112114.xyz/douyu/6776615
虎牙連續劇01,http://txtest-xp2p.p2p.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.xs
虎牙連續劇02,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs
虎牙連續劇03,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
虎牙連續劇04,http://txtest-xp2p.p2p.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.xs
虎牙連續劇05,http://txtest-xp2p.p2p.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.xs
虎牙連續劇06,http://txtest-xp2p.p2p.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.xs
虎牙連續劇07,http://txtest-xp2p.p2p.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.xs
虎牙連續劇08,http://txtest-xp2p.p2p.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.xs
虎牙連續劇09,http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs
虎牙連續劇10,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777027178-10057-A-0-1.xs
虎牙連續劇11,http://txtest-xp2p.p2p.huya.com/src/1448686638-1448686638-6222061732362190848-2789253842-10057-A-0-1.xs
虎牙連續劇-TVB01,http://txtest-xp2p.p2p.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.xs
虎牙連續劇-TVB02,http://txtest-xp2p.p2p.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.xs
虎牙連續劇-TVB03,http://txtest-xp2p.p2p.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.xs
虎牙連續劇-TVB04,http://txtest-xp2p.p2p.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.xs
埋堆堆連續劇01,http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs
埋堆堆連續劇02,http://txtest-xp2p.p2p.huya.com/src/1199561244004-1199561244004-5434715981291192320-2399122611464-10057-A-0-1.xs
埋堆堆連續劇03,http://txtest-xp2p.p2p.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.xs
埋堆堆連續劇04,http://txtest-xp2p.p2p.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.xs
##



👛付费频道1_168,#genre#
彩虹e台,mitv://45.92.126.18:9906/62668da3000bd6cc134cc0d079365057
彩虹電影台,mitv://45.92.126.18:9906/6260e2d0000cf56c172d19afe4aa1d66
K 頻道,mitv://45.92.126.18:9906/6263c0cd0009e68a085c9c619861891f
Look TV,mitv://45.92.126.18:9906/6260e2e2000f16e6172d608b5505fbdd
香蕉台,mitv://45.92.126.18:9906/6260e29a0009b4f9172c45ea502a9f98
驚豔成人電影台,mitv://45.92.126.18:9906/6260e2b000004933172c99712568d815
驚豔成人電影台,mitv://45.92.126.18:9906/6260e27a0006cf41172bc82c06b29fb9
潘朵啦高畫質玩美台,mitv://45.92.126.18:9906/6260e259000d442b172b48ecdda91b31
JStar極限台電影頻道HD,mitv://45.92.126.18:9906/6260e061000b04ae172397987c1e3b34
松視1台,mitv://45.92.126.18:9906/6260dfaa0008dccc1720cc33ffe57894
松視2台,mitv://45.92.126.18:9906/6260dfc1000bd4ed172126cefab5cf1b
松視3台,mitv://45.92.126.18:9906/6260dfda000d0d16172188c6d4d403c3
Hot,mitv://45.92.126.18:9906/6260e0070001ff07172235b9bb1b0cb6
Happy,mitv://45.92.126.18:9906/6260e2420001e45e172aec2a005c42e7
彩虹e台,P2p://fccs.word-tv.com:9906/62668da3000bd6cc134cc0d079365057
彩虹電影台,P2p://fccs.word-tv.com:9906/6260e2d0000cf56c172d19afe4aa1d66
K 頻道,P2p://fccs.word-tv.com:9906/6263c0cd0009e68a085c9c619861891f
Look TV,P2p://fccs.word-tv.com:9906/6260e2e2000f16e6172d608b5505fbdd
香蕉台,P2p://fccs.word-tv.com:9906/6260e29a0009b4f9172c45ea502a9f98
驚豔成人電影台,P2p://fccs.word-tv.com:9906/6260e2b000004933172c99712568d815
驚豔成人電影台,P2p://fccs.word-tv.com:9906/6260e27a0006cf41172bc82c06b29fb9
潘朵啦高畫質玩美台,P2p://fccs.word-tv.com:9906/6260e259000d442b172b48ecdda91b31
JStar極限台電影頻道HD,P2p://fccs.word-tv.com:9906/6260e061000b04ae172397987c1e3b34
松視1台,P2p://fccs.word-tv.com:9906/6260dfaa0008dccc1720cc33ffe57894
松視2台,P2p://fccs.word-tv.com:9906/6260dfc1000bd4ed172126cefab5cf1b
松視3台,P2p://fccs.word-tv.com:9906/6260dfda000d0d16172188c6d4d403c3
Hot,P2p://fccs.word-tv.com:9906/6260e0070001ff07172235b9bb1b0cb6
Happy,P2p://fccs.word-tv.com:9906/6260e2420001e45e172aec2a005c42e7
彩虹e台,mitv://51.81.90.178:9906/94c57d70e6a542e58226e0ab34f32082
彩虹电影台,mitv://51.81.90.178:9906/652eaae198354a7eaee4de4e83241c22
Look TV,mitv://51.81.90.178:9906/2a8c2699d7294d3ab670a9287bc20bc6
K 頻道,mitv://51.81.90.178:9906/e0693c0fb4b5478b85b8fa720a683048
香蕉台,mitv://51.81.90.178:9906/84e8a4a58f91482abe98cdd513dbe6a8
驚豔成人電影台,mitv://51.81.90.178:9906/ad86969137014a8c81684ed690c41b08
潘朵啦高畫質玩美台,mitv://51.81.90.178:9906/93a3328f3bfe4a82963d8c3584ede02a
潘朵啦高畫質粉紅台,mitv://51.81.90.178:9906/5308670d6df54b1ebd9d0642f389e269
JStar極限台電影頻道,mitv://51.81.90.178:9906/1ff75bd38f6241d6a39cc0272a4ae935
松視1台,mitv://51.81.90.178:9906/6a1d4bb966874f598cc453df234ae44f
松視2台,mitv://51.81.90.178:9906/cc116ed3044f4941aea23c942fef7406
松視3台,mitv://51.81.90.178:9906/034caef8cf944c6e88398bde3576fecc
Hot,mitv://51.81.90.178:9906/bc89924c45ce47c8a6f1f9e8ba460d11
Happy,mitv://51.81.90.178:9906/4f208bff963b442cafe9a71efc892105
PLAYBOY,mitv://51.81.90.178:9906/8318778f77a1460797911ecacc214b92
👛付费频道2_168,#genre#
X王,p5p://fccs.123178.top:9906/6163d1210000438c0d46ea35645dfedb
大學,p5p://fccs.123178.top:9906/6163d74a0002fd370d5efb0f7340eb24
香草天道,p5p://fccs.123178.top:9906/6163cdac00048e5f0d396a46d031043b
KMP 頻道,p5p://fccs.123178.top:9906/6163d476000d83df0d53f1a1211aff1e
X特教班,p5p://fccs.123178.top:9906/6163cff50001281f0d42568fc10bcce4
X按摩店,p5p://fccs.123178.top:9906/6163d066000135e10d440ffb0dacdaa8
X,p5p://fccs.123178.top:9906/6163d305000e609a0d4e507284a10773
X教主,p5p://fccs.123178.top:9906/6163cec4000281760d3daf80fc6ddb11
X輸入,p5p://fccs.123178.top:9906/6163d804000cb1070d61d41b5e2c4bc1
午夜藍,p5p://fccs.123178.top:9906/6163d5ce00025f560d592e87beb3489c
水多多,p5p://fccs.123178.top:9906/6163d262000030a30d4bd018f5ef2d93
櫻桃,p5p://fccs.123178.top:9906/6163db960004ec200d6fc46e629bcf58
PLAYBOY,p5p://fccs.123178.top:9906/6163d405000971b80d52372ed4201556
VENUS,p5p://fccs.123178.top:9906/6163cf760007ae7a0d4068236afeb0c5
X2,p5p://fccs.123178.top:9906/6163d1ed00023d170d4a0796df81c967
彩虹通道,p5p://fccs.123178.top:9906/6163d3730009d54a0d4ffcf82e745ab5
👛付费频道3_168,#genre#
Cunnilingus,p5p://crfccs.kingh888.com:16666/60ab70b60001c9880f7ffd95bace24f3
Blonde,p5p://crfccs.kingh888.com:16666/60ab70a40002d72f0f7fb78aefd6892e
Solo girl,p5p://crfccs.kingh888.com:16666/60ab7092000628430f7f721440747700
Couples,p5p://crfccs.kingh888.com:16666/60ab70820006339d0f7f3396eb1d08dd
Big Butt,p5p://crfccs.kingh888.com:16666/60ab7074000469010f7efc7173919dd8
Creampie,p5p://crfccs.kingh888.com:16666/60ab7064000574aa0f7ebe36edd56f5d
Interracial,p5p://crfccs.kingh888.com:16666/60ab7047000494df0f7e4cb4bbaee6ba
Masturbation,p5p://crfccs.kingh888.com:16666/60ab7034000aaf730f7e040c1a43198e
BBW,p5p://crfccs.kingh888.com:16666/60ab7022000573560f7dbc65c7a7c516
Young/Old,p5p://crfccs.kingh888.com:16666/60ab70110002dad70f7d795342d4455b
Public,p5p://crfccs.kingh888.com:16666/60ab6ffb000a2d7f0f7d254314764200
Orgy,p5p://crfccs.kingh888.com:16666/60ab6fec00082ce30f7cea283a526c13
German,p5p://crfccs.kingh888.com:16666/60ab6fda0007e3e20f7ca3c5f3e96f00
Shemale,p5p://crfccs.kingh888.com:16666/60ab6fc800082d9b0f7c5d88192b05b6
Amateur,p5p://crfccs.kingh888.com:16666/60ab6fb6000b8a650f7c1814ba6d0807
Big Tits,p5p://crfccs.kingh888.com:16666/60ab6fa60009ec320f7bd92abf911f6f
Threesome,p5p://crfccs.kingh888.com:16666/60ab6f950004e0220f7b9578b29fcb6e
Teen,p5p://crfccs.kingh888.com:16666/60ab6f77000386550f7b1fef3ff04705
Strip,p5p://crfccs.kingh888.com:16666/60ab6f630008847b0f7ad31644e78979
Milf,p5p://crfccs.kingh888.com:16666/60ab6f5300037e900f7a934df938ee61
京采1,p5p://crfccs.kingh888.com:16666/60ab6f2a000125b50f79f28b8f8bc416
京采2,p5p://crfccs.kingh888.com:16666/60ab6f18000750370f79adcf701ffea1
京采3,p5p://crfccs.kingh888.com:16666/60ab6efa000787ad0f7938ae568e03ff
京采4,p5p://crfccs.kingh888.com:16666/60ab6eea000b90780f78fb362da5bde6
京采5,p5p://crfccs.kingh888.com:16666/60ab6ed70002dde40f78aec43aa651ca
京采6,p5p://crfccs.kingh888.com:16666/60ab6ec40007e3700f7865d5af2800d9
京采7,p5p://crfccs.kingh888.com:16666/60ab6ea5000dc3580f77ee3eb0a503fc
京采8,p5p://crfccs.kingh888.com:16666/60ab6e880004cfa20f777aabfe62cb07
京采9,p5p://crfccs.kingh888.com:16666/60ab6e7a0001c5a50f7743347174894b
京采10,p5p://crfccs.kingh888.com:16666/60ab6e6a0006200a0f7705d1ab2c12fd
👛付费频道4_168,#genre#
彩虹E台,p3p://45.86.67.154:9906/6088577b000703e70f4821b7caacc0c8
彩虹电影,p3p://45.86.67.154:9906/608be98b000658ff03421efa31b1b7e3
Look TV,p3p://45.86.67.154:9906/608be9b2000514b40342b6ffdcae6771
惊艳台,p3p://45.86.67.154:9906/608858090008d7df0f4a4cdf0b6a378b
香蕉台,p3p://45.86.67.154:9906/608858b300032d400f4ce37b5b3165d3
